Sample Number,Sample Time,Sample Type Code,Variable Name,VMV Code,Value,Unit Code,Detection Limit,Flag,Status
19PY000189,12/17/2018 14:05,1,Strontium Dissolved,107968,288,UG/L,0.05,,U
19PY000200,1/7/2019 13:45,1,Aluminum Total,107905,6.2,UG/L,0.5,,U
19PY000200,1/7/2019 13:45,1,Uranium Total,107935,1.99,UG/L,0.0005,,U
19PY000301,1/16/2019 13:30,1,Bromide Dissolved,8264,20,UG/L,0.02,L,U
19PY000302,1/30/2019 10:50,1,Cyanide Total,109641,5,UG/L,0.005,L,U
19PY000302,1/30/2019 10:50,1,Barium Dissolved,107944,54.6,UG/L,0.05,,U
19PY000575,3/4/2019 13:30,1,Potassium dissolved/filtered,1181,1400,UG/L,0.1,,U
19PY000580,3/18/2019 12:00,1,Phosphorus Total,15406,2.4,UG/L,0.0005,,U
19PY000657,4/3/2019 10:25,1,Uranium Dissolved,107971,2.22,UG/L,0.0005,,U
19PY000679,4/17/2019 12:17,1,Strontium Total,107932,303,UG/L,0.05,,U
19PY000684,5/1/2019 12:00,1,Carbon Total Inorganic,100531,21800,UG/L,0.3,,U
19PY000684,5/1/2019 12:00,1,Sulphate Dissolved,8265,59500,UG/L,2.5,,U
19PY000804,5/15/2019 12:55,1,Alkalinity Total CaCO3,10101,34900,UG/L,0.5,,U
19PY000808,5/29/2019 12:30,1,Turbidity,2074,9.45,NTU,0.05,,U
19PY000813,6/12/2019 9:45,1,Aluminum Total,107905,946,UG/L,0.5,,U
19PY000813,6/12/2019 9:45,1,Niobium Total,107923,0.028,UG/L,0.002,,U
19PY000813,6/12/2019 9:45,1,Bromide Dissolved,8264,20,UG/L,0.02,L,U
17PY005791,10/31/2016 11:50,1,Gallium Total,107918,0.003,UG/L,0.001,,U
17PY005812,1/9/2017 14:45,1,Gallium Total,107918,0.218,UG/L,0.001,,U
17PY005695,7/4/2016 12:15,1,Colour True,1963,9.4,CU,1,,U
17PY005890,3/16/2016 13:00,1,Nitrogen Nitrite,444,70,UG/L,0.005,,U
17PY005890,3/16/2016 13:00,1,Potassium Extractable,1142,1200,UG/L,0.1,,U
17PY005977,2/14/2017 15:00,1,Aluminum Dissolved,107941,1.5,UG/L,0.5,,U
17PY005977,2/14/2017 15:00,1,Strontium Dissolved,107968,281,UG/L,0.05,,U
17PY005990,2/28/2017 16:00,1,Gallium Total,107918,0.003,UG/L,0.001,,U
17PY005990,2/28/2017 16:00,1,Yttrium Dissolved,107974,0.022,UG/L,0.001,,U
17PY006095,3/15/2017 16:40,1,Alkalinity Total CaCO3,10101,138000,UG/L,0.5,,U
17PY006103,4/3/2017 8:45,1,Temperature (water),1125,0,DEG C,-10,,U
17PY006233,5/1/2017 12:30,1,Silver Total,107904,0.016,UG/L,0.001,,U
17PY006233,5/1/2017 12:30,1,Strontium Dissolved,107968,145,UG/L,0.05,,U
17PY006233,5/1/2017 12:30,1,Nitrogen Nitrite,444,5,UG/L,0.005,L,U
17PY006320,6/14/2017 12:20,1,Aluminum Total,107905,62.2,UG/L,0.5,,U
17PY006450,11/15/2016 13:45,1,Tungsten Dissolved,107973,0.005,UG/L,0.001,,U
